id,NAME,Address,District,Test Type,geometry,FullAddress
384,NEST De-Addiction Hospital,NEST De-Addiction Hospital  Kuttumukku  Thrissur,Thrissur,ANTIGEN,POINT(76.234997 10.554201),NEST De-Addiction Hospital  Kuttumukku  Thrissur  Thrissur
384,NEST De-Addiction Hospital,NEST De-Addiction Hospital  Kuttumukku  Thrissur,Thrissur,ANTIGEN,POINT(76.234997 10.554201),NEST De-Addiction Hospital  Kuttumukku  Thrissur  Thrissur
385,Westfort Hospital,Westfort Hospital  West Fort  Thrissur,Thrissur,ANTIGEN,POINT(76.196403 10.537636),Westfort Hospital  West Fort  Thrissur  Thrissur
385,Westfort Hospital,Westfort Hospital  West Fort  Thrissur,Thrissur,ANTIGEN,POINT(76.196403 10.537636),Westfort Hospital  West Fort  Thrissur  Thrissur
386,DHANYA MISSION HOSPITAL,DHANYA MISSION HOSPITAL  CHALAKUDY  THRISSUR,Thrissur,ANTIGEN,POINT(76.324575 10.331024),DHANYA MISSION HOSPITAL  CHALAKUDY  THRISSUR  Thrissur
386,DHANYA MISSION HOSPITAL,DHANYA MISSION HOSPITAL  CHALAKUDY  THRISSUR,Thrissur,ANTIGEN,POINT(76.324575 10.331024),DHANYA MISSION HOSPITAL  CHALAKUDY  THRISSUR  Thrissur
387,Central laboratories,Central laboratories  Bund Road Kanjany  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Central laboratories  Bund Road Kanjany  Thrissur  Thrissur
387,Central laboratories,Central laboratories  Bund Road Kanjany  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Central laboratories  Bund Road Kanjany  Thrissur  Thrissur
388,IRINJALAKUDA COOPERATIVE HOSPITAL LTD,IRINJALAKUDA COOPERATIVE HOSPITAL LTD  Kolothumpadi  Nadavaramba P O  Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),IRINJALAKUDA COOPERATIVE HOSPITAL LTD  Kolothumpadi  Nadavaramba P O  Thrissur  Thrissur
388,IRINJALAKUDA COOPERATIVE HOSPITAL LTD,IRINJALAKUDA COOPERATIVE HOSPITAL LTD  Kolothumpadi  Nadavaramba P O  Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),IRINJALAKUDA COOPERATIVE HOSPITAL LTD  Kolothumpadi  Nadavaramba P O  Thrissur  Thrissur
389,M.O.S.C.M.M Hospital Aduppootty Hills,M.O.S.C.M.M Hospital Aduppootty Hills  Kunnamkulam  Thrissur,Thrissur,ANTIGEN,POINT( 76.0786750 10.6483583 ),M.O.S.C.M.M Hospital Aduppootty Hills  Kunnamkulam  Thrissur
390,Royal Hospital,Royal Hospital  DR TM Healthcare Pvt Ltd  Royal Hospital Complex  Kunnamkulam  Thrissur,Thrissur,ANTIGEN,POINT( 76.0503500 10.5251194 ),Royal Hospital  DR TM Healthcare Pvt Ltd  Royal Hospital Complex  Kunnamkulam  Thrissur
391,Jeevodaya Mission Hospital,Jeevodaya Mission Hospital  Chelakkara  Thrissur,Thrissur,ANTIGEN,POINT(76.3309262413483 10.6959215),Jeevodaya Mission Hospital  Chelakkara  Thrissur  Thrissur
391,Jeevodaya Mission Hospital,Jeevodaya Mission Hospital  Chelakkara  Thrissur,Thrissur,ANTIGEN,POINT(76.3309262413483 10.6959215),Jeevodaya Mission Hospital  Chelakkara  Thrissur  Thrissur
392,Rajah Charitable  Medical Trust,Rajah Charitable  Medical Trust  Muthuvattoor  Chavakkad  Thrissur,Thrissur,ANTIGEN,POINT( 76.0290472 10.5937806 ),Rajah Charitable  Medical Trust  Muthuvattoor  Chavakkad  Thrissur
393,Divine Medical Centre Ltd,Divine Medical Centre Ltd  Wadakkanchery  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Divine Medical Centre Ltd  Wadakkanchery  Thrissur  Thrissur
393,Divine Medical Centre Ltd,Divine Medical Centre Ltd  Wadakkanchery  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Divine Medical Centre Ltd  Wadakkanchery  Thrissur  Thrissur
394,G E M HOSPITAL,G E M HOSPITAL   BENNET ROAD   THRISSUR,Thrissur,ANTIGEN,POINT(76.269133 10.449388),G E M HOSPITAL   BENNET ROAD   THRISSUR  Thrissur
394,G E M HOSPITAL,G E M HOSPITAL   BENNET ROAD   THRISSUR,Thrissur,ANTIGEN,POINT(76.269133 10.449388),G E M HOSPITAL   BENNET ROAD   THRISSUR  Thrissur
395,Saroja Multispecialty Hospital,Saroja Multispecialty Hospital  A unit of Saroja Nursing Home  Shornur Road,Thrissur,ANTIGEN,POINT(76.215148 10.532201),Saroja Multispecialty Hospital  A unit of Saroja Nursing Home  Shornur Road  Thrissur
395,Saroja Multispecialty Hospital,Saroja Multispecialty Hospital  A unit of Saroja Nursing Home  Shornur Road,Thrissur,ANTIGEN,POINT(76.215148 10.532201),Saroja Multispecialty Hospital  A unit of Saroja Nursing Home  Shornur Road  Thrissur
396,Ansar Hospital,Ansar Hospital  Karikkad P O  Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),Ansar Hospital  Karikkad P O  Thrissur  Thrissur
396,Ansar Hospital,Ansar Hospital  Karikkad P O  Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),Ansar Hospital  Karikkad P O  Thrissur  Thrissur
397,Neem Care Hospital,Neem Care Hospital  Mala  Thrissur,Thrissur,ANTIGEN,POINT(76.2625898 10.2415013),Neem Care Hospital  Mala  Thrissur  Thrissur
397,Neem Care Hospital,Neem Care Hospital  Mala  Thrissur,Thrissur,ANTIGEN,POINT(76.2625898 10.2415013),Neem Care Hospital  Mala  Thrissur  Thrissur
398,IQRAA,IQRAA  SULTAN BATHERY,Thrissur,ANTIGEN,POINT( 76.2624306 11.6657083 ),IQRAA  SULTAN BATHERY
399,St Joseph Hospital,St Joseph Hospital  Choondal  Thrissur,Thrissur,ANTIGEN,POINT(76.355091 10.434545),St Joseph Hospital  Choondal  Thrissur  Thrissur
399,St Joseph Hospital,St Joseph Hospital  Choondal  Thrissur,Thrissur,ANTIGEN,POINT(76.355091 10.434545),St Joseph Hospital  Choondal  Thrissur  Thrissur
400,Chandramathy Amma Memorial Hospital,Chandramathy Amma Memorial Hospital  Olarikkara  Thrissur,Thrissur,ANTIGEN,POINT(76.178372 10.516473),Chandramathy Amma Memorial Hospital  Olarikkara  Thrissur  Thrissur
400,Chandramathy Amma Memorial Hospital,Chandramathy Amma Memorial Hospital  Olarikkara  Thrissur,Thrissur,ANTIGEN,POINT(76.178372 10.516473),Chandramathy Amma Memorial Hospital  Olarikkara  Thrissur  Thrissur
401,ROHINI HOSPITAL,ROHINI HOSPITAL   CHERPU.P.O  THRISSUR ,Thrissur,ANTIGEN,POINT(76.210197 10.442225),ROHINI HOSPITAL   CHERPU.P.O  THRISSUR   Thrissur
401,ROHINI HOSPITAL,ROHINI HOSPITAL   CHERPU.P.O  THRISSUR ,Thrissur,ANTIGEN,POINT(76.210197 10.442225),ROHINI HOSPITAL   CHERPU.P.O  THRISSUR   Thrissur
402,Santhi Nursing Home,Santhi Nursing Home  Punnayurkulam  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Santhi Nursing Home  Punnayurkulam  Thrissur  Thrissur
402,Santhi Nursing Home,Santhi Nursing Home  Punnayurkulam  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Santhi Nursing Home  Punnayurkulam  Thrissur  Thrissur
403,M.I.Mission Hospital,M.I.Mission Hospital  Engandiyur ,Thrissur,ANTIGEN,POINT(76.234776 10.345043),M.I.Mission Hospital  Engandiyur   Thrissur
403,M.I.Mission Hospital,M.I.Mission Hospital  Engandiyur ,Thrissur,ANTIGEN,POINT(76.234776 10.345043),M.I.Mission Hospital  Engandiyur   Thrissur
404,CRAFT HOSPITAL AND RESEARCH CENTRE,CRAFT HOSPITAL AND RESEARCH CENTRE  KODUNGALLUR  THRISSUR,Thrissur,ANTIGEN,POINT(76.114617 10.36747),CRAFT HOSPITAL AND RESEARCH CENTRE  KODUNGALLUR  THRISSUR  Thrissur
404,CRAFT HOSPITAL AND RESEARCH CENTRE,CRAFT HOSPITAL AND RESEARCH CENTRE  KODUNGALLUR  THRISSUR,Thrissur,ANTIGEN,POINT(76.114617 10.36747),CRAFT HOSPITAL AND RESEARCH CENTRE  KODUNGALLUR  THRISSUR  Thrissur
405,SUDHARMA SPECIALTY LABORATORY,SUDHARMA SPECIALTY LABORATORY  Pazhayannur  Akbar mall Thrissur road Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),SUDHARMA SPECIALTY LABORATORY  Pazhayannur  Akbar mall Thrissur road Thrissur  Thrissur
405,SUDHARMA SPECIALTY LABORATORY,SUDHARMA SPECIALTY LABORATORY  Pazhayannur  Akbar mall Thrissur road Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),SUDHARMA SPECIALTY LABORATORY  Pazhayannur  Akbar mall Thrissur road Thrissur  Thrissur
406,Vinayaka Hospital,Vinayaka Hospital  Sulthan Bathery,Wayanad,ANTIGEN,POINT(76.2537212777415 11.66360995),Vinayaka Hospital  Sulthan Bathery  Wayanad
406,Vinayaka Hospital,Vinayaka Hospital  Sulthan Bathery,Wayanad,ANTIGEN,POINT(76.2537212777415 11.66360995),Vinayaka Hospital  Sulthan Bathery  Wayanad
407,DDRC SRL Diagnostics Pvt Ltd,DDRC SRL Diagnostics Pvt Ltd  Kalpetta  Wayanad.,Wayanad,ANTIGEN,POINT( 76.0850028 11.6048111 ),DDRC SRL Diagnostics Pvt Ltd  Kalpetta  Wayanad.
408,Assumption Hospital,Assumption Hospital  Sulthan Bathery Wayanad.,Wayanad,ANTIGEN,POINT(76.2532357396357 11.66249035),Assumption Hospital  Sulthan Bathery Wayanad.  Wayanad
408,Assumption Hospital,Assumption Hospital  Sulthan Bathery Wayanad.,Wayanad,ANTIGEN,POINT(76.2532357396357 11.66249035),Assumption Hospital  Sulthan Bathery Wayanad.  Wayanad
409,ST. Joseph's Mission Hospital,ST. Joseph's Mission Hospital  Mananthavady  Wayanad,Wayanad,ANTIGEN,POINT(76.0065948342318 11.8016378),ST. Joseph's Mission Hospital  Mananthavady  Wayanad  Wayanad
409,ST. Joseph's Mission Hospital,ST. Joseph's Mission Hospital  Mananthavady  Wayanad,Wayanad,ANTIGEN,POINT(76.0065948342318 11.8016378),ST. Joseph's Mission Hospital  Mananthavady  Wayanad  Wayanad
410,KDC LAB,KDC LAB  Fairland Colony Road  Sulthan Bathery,Wayanad,ANTIGEN,POINT(76.092954 11.68625),KDC LAB  Fairland Colony Road  Sulthan Bathery  Wayanad
410,KDC LAB,KDC LAB  Fairland Colony Road  Sulthan Bathery,Wayanad,ANTIGEN,POINT(76.092954 11.68625),KDC LAB  Fairland Colony Road  Sulthan Bathery  Wayanad
411,Victory Hospital Road,Victory Hospital Road  near Matha Theatre  Sultan Bathery,Wayanad,ANTIGEN,POINT(76.092954 11.68625),Victory Hospital Road  near Matha Theatre  Sultan Bathery  Wayanad
411,Victory Hospital Road,Victory Hospital Road  near Matha Theatre  Sultan Bathery,Wayanad,ANTIGEN,POINT(76.092954 11.68625),Victory Hospital Road  near Matha Theatre  Sultan Bathery  Wayanad
412,DDRC SRL Diagnostics Pvt Ltd,DDRC SRL Diagnostics Pvt Ltd    N.S.S.Karayogam Buildings  Opposite Relief Medicals  Koorkenchery,Wayanad,ANTIGEN,POINT( 75.9625944 11.3660306 ),DDRC SRL Diagnostics Pvt Ltd    N.S.S.Karayogam Buildings  Opposite Relief Medicals  Koorkenchery
413,DM WIMS Medical College,DM WIMS Medical College  Meppadi Wayanad,Wayanad,ANTIGEN,POINT(76.1321987 11.5530632),DM WIMS Medical College  Meppadi Wayanad  Wayanad
413,DM WIMS Medical College,DM WIMS Medical College  Meppadi Wayanad,Wayanad,ANTIGEN,POINT(76.1321987 11.5530632),DM WIMS Medical College  Meppadi Wayanad  Wayanad
414,Leo Hospital,Leo Hospital  Near New Bus stand  Kalpetta Post  Wayanad  Kerala,Wayanad,ANTIGEN,POINT(76.085307 11.604519),Leo Hospital  Near New Bus stand  Kalpetta Post  Wayanad  Kerala  Wayanad
414,Leo Hospital,Leo Hospital  Near New Bus stand  Kalpetta Post  Wayanad  Kerala,Wayanad,ANTIGEN,POINT(76.085307 11.604519),Leo Hospital  Near New Bus stand  Kalpetta Post  Wayanad  Kerala  Wayanad
415,GOOD SHEPHERD HOSPITAL,GOOD SHEPHERD HOSPITAL  Vythiri (P.O  WAYANAD,Wayanad,ANTIGEN,POINT(76.044141132466 11.5604534),GOOD SHEPHERD HOSPITAL  Vythiri (P.O  WAYANAD  Wayanad
415,GOOD SHEPHERD HOSPITAL,GOOD SHEPHERD HOSPITAL  Vythiri (P.O  WAYANAD,Wayanad,ANTIGEN,POINT(76.044141132466 11.5604534),GOOD SHEPHERD HOSPITAL  Vythiri (P.O  WAYANAD  Wayanad
416,St Vincent Hospital,St Vincent Hospital  Mananthavady  Vemom Po Wayanad,Wayanad,ANTIGEN,POINT(76.016734 11.814615),St Vincent Hospital  Mananthavady  Vemom Po Wayanad  Wayanad
416,St Vincent Hospital,St Vincent Hospital  Mananthavady  Vemom Po Wayanad,Wayanad,ANTIGEN,POINT(76.016734 11.814615),St Vincent Hospital  Mananthavady  Vemom Po Wayanad  Wayanad
417,Fatima Mata Mission Hospital,Fatima Mata Mission Hospital  Pinangode Road  Kalpetta  Wayanad,Wayanad,ANTIGEN,POINT(76.078948 11.614392),Fatima Mata Mission Hospital  Pinangode Road  Kalpetta  Wayanad  Wayanad
417,Fatima Mata Mission Hospital,Fatima Mata Mission Hospital  Pinangode Road  Kalpetta  Wayanad,Wayanad,ANTIGEN,POINT(76.078948 11.614392),Fatima Mata Mission Hospital  Pinangode Road  Kalpetta  Wayanad  Wayanad
418,Arogya Polyclinic,Arogya Polyclinic  Meenangadi  Wayanad,Wayanad,ANTIGEN,POINT(76.1615692 11.6623892),Arogya Polyclinic  Meenangadi  Wayanad  Wayanad
418,Arogya Polyclinic,Arogya Polyclinic  Meenangadi  Wayanad,Wayanad,ANTIGEN,POINT(76.1615692 11.6623892),Arogya Polyclinic  Meenangadi  Wayanad  Wayanad
419,Karuna Hospital,Karuna Hospital Sulthan Bathery PO Wayanad,Wayanad,ANTIGEN,POINT(76.251371 11.661652),Karuna Hospital Sulthan Bathery PO Wayanad  Wayanad
419,Karuna Hospital,Karuna Hospital Sulthan Bathery PO Wayanad,Wayanad,ANTIGEN,POINT(76.251371 11.661652),Karuna Hospital Sulthan Bathery PO Wayanad  Wayanad
420,Dr. Appukuttan Memorial Hospital ,Dr. Appukuttan Memorial Hospital  Sulthan Bathery PO Wayanad ,Wayanad,ANTIGEN,POINT(76.26095 11.662523),Dr. Appukuttan Memorial Hospital  Sulthan Bathery PO Wayanad   Wayanad
420,Dr. Appukuttan Memorial Hospital ,Dr. Appukuttan Memorial Hospital  Sulthan Bathery PO Wayanad ,Wayanad,ANTIGEN,POINT(76.26095 11.662523),Dr. Appukuttan Memorial Hospital  Sulthan Bathery PO Wayanad   Wayanad
421,PBM Hospital ,PBM Hospital  Meenangadi Wayanad,Wayanad,ANTIGEN,POINT(76.1596653 11.6570597),PBM Hospital  Meenangadi Wayanad  Wayanad
421,PBM Hospital ,PBM Hospital  Meenangadi Wayanad,Wayanad,ANTIGEN,POINT(76.1596653 11.6570597),PBM Hospital  Meenangadi Wayanad  Wayanad
422,Sneha Laboratory,Sneha Laboratory Sneha Hospital  Kenichira Wayanad,Wayanad,ANTIGEN,POINT(76.153209 11.721794),Sneha Laboratory Sneha Hospital  Kenichira Wayanad  Wayanad
422,Sneha Laboratory,Sneha Laboratory Sneha Hospital  Kenichira Wayanad,Wayanad,ANTIGEN,POINT(76.153209 11.721794),Sneha Laboratory Sneha Hospital  Kenichira Wayanad  Wayanad
423,Louise Mount Hospital,Louise Mount Hospital  Chennalode PO  Kalpetta  Wayanad,Wayanad,ANTIGEN,POINT(76.000014 11.652801),Louise Mount Hospital  Chennalode PO  Kalpetta  Wayanad  Wayanad
423,Louise Mount Hospital,Louise Mount Hospital  Chennalode PO  Kalpetta  Wayanad,Wayanad,ANTIGEN,POINT(76.000014 11.652801),Louise Mount Hospital  Chennalode PO  Kalpetta  Wayanad  Wayanad
424,St Martins Hospital,St Martins Hospital  Ambalavayal  Wayanad,Wayanad,ANTIGEN,POINT(76.016734 11.814615),St Martins Hospital  Ambalavayal  Wayanad  Wayanad
424,St Martins Hospital,St Martins Hospital  Ambalavayal  Wayanad,Wayanad,ANTIGEN,POINT(76.016734 11.814615),St Martins Hospital  Ambalavayal  Wayanad  Wayanad
425,KMHM .M.E.S HOSPITAL,KMHM .M.E.S HOSPITAL  SULTHAN BATHERY  WAYANAD  KERALA,Wayanad,ANTIGEN,POINT(76.257248 11.661596),KMHM .M.E.S HOSPITAL  SULTHAN BATHERY  WAYANAD  KERALA  Wayanad
425,KMHM .M.E.S HOSPITAL,KMHM .M.E.S HOSPITAL  SULTHAN BATHERY  WAYANAD  KERALA,Wayanad,ANTIGEN,POINT(76.257248 11.661596),KMHM .M.E.S HOSPITAL  SULTHAN BATHERY  WAYANAD  KERALA  Wayanad
426,Marina Hospital,Marina Hospital  Ambalavayal  Wayanad,Wayanad,ANTIGEN,POINT(76.2124325 11.6190169),Marina Hospital  Ambalavayal  Wayanad  Wayanad
426,Marina Hospital,Marina Hospital  Ambalavayal  Wayanad,Wayanad,ANTIGEN,POINT(76.2124325 11.6190169),Marina Hospital  Ambalavayal  Wayanad  Wayanad
427,SHRISHA Hospital,SHRISHA Hospital  Opposite Police Station  Pulpally,Wayanad,ANTIGEN,POINT(76.002651 11.796225),SHRISHA Hospital  Opposite Police Station  Pulpally  Wayanad
427,SHRISHA Hospital,SHRISHA Hospital  Opposite Police Station  Pulpally,Wayanad,ANTIGEN,POINT(76.002651 11.796225),SHRISHA Hospital  Opposite Police Station  Pulpally  Wayanad
429,Span Diagnostics,Span Diagnostics  R S Building  Paripally  Kollam,Thrissur,ANTIGEN,POINT( 76.7506000 8.8129833 ),Span Diagnostics  R S Building  Paripally  Kollam
430,I vision Eye Care Centre,I vision Eye Care Centre  Chalakkudy  Thrissur,Thrissur,ANTIGEN,POINT(76.226429 10.531077),I vision Eye Care Centre  Chalakkudy  Thrissur  Thrissur
430,I vision Eye Care Centre,I vision Eye Care Centre  Chalakkudy  Thrissur,Thrissur,ANTIGEN,POINT(76.226429 10.531077),I vision Eye Care Centre  Chalakkudy  Thrissur  Thrissur
431,R.C.P.M Hospital,R.C.P.M Hospital  Changankulangara  Oachira,Kollam,ANTIGEN,POINT(76.632505 8.892273),R.C.P.M Hospital  Changankulangara  Oachira  Kollam
431,R.C.P.M Hospital,R.C.P.M Hospital  Changankulangara  Oachira,Kollam,ANTIGEN,POINT(76.632505 8.892273),R.C.P.M Hospital  Changankulangara  Oachira  Kollam
432,Anadiyil Hospital Thekkumoodu Tvm,Anadiyil Hospital Thekkumoodu Tvm,Thiruvananthapuram,ANTIGEN,POINT(76.942524 8.510253),Anadiyil Hospital Thekkumoodu Tvm  Thiruvananthapuram
432,Anadiyil Hospital Thekkumoodu Tvm,Anadiyil Hospital Thekkumoodu Tvm,Thiruvananthapuram,ANTIGEN,POINT(76.942524 8.510253),Anadiyil Hospital Thekkumoodu Tvm  Thiruvananthapuram
433,Doctor's Lab,Doctor's Lab  Uppala  Kasargod,Kasaragod,ANTIGEN,POINT(75.182401 12.144061),Doctor's Lab  Uppala  Kasargod  Kasaragod
433,Doctor's Lab,Doctor's Lab  Uppala  Kasargod,Kasaragod,ANTIGEN,POINT(75.182401 12.144061),Doctor's Lab  Uppala  Kasargod  Kasaragod
434,Manappuram Healthcare Ltd,Manappuram Healthcare Ltd  High School Jn  Valappad  Thrissur,Kollam,ANTIGEN,POINT( 76.1146306 10.3988944 ),Manappuram Healthcare Ltd  High School Jn  Valappad  Thrissur
435,Dr.Gopinath's Diagnostic Services,Dr.Gopinath's Diagnostic Services  General Hospital Junction Thiruvananthapuram Kerala,Thiruvananthapuram,ANTIGEN,POINT(76.94216 8.50106),Dr.Gopinath's Diagnostic Services  General Hospital Junction Thiruvananthapuram Kerala  Thiruvananthapuram
435,Dr.Gopinath's Diagnostic Services,Dr.Gopinath's Diagnostic Services  General Hospital Junction Thiruvananthapuram Kerala,Thiruvananthapuram,ANTIGEN,POINT(76.94216 8.50106),Dr.Gopinath's Diagnostic Services  General Hospital Junction Thiruvananthapuram Kerala  Thiruvananthapuram
436,SBM Hospital,SBM Hospital  Karunagappally,Kollam,ANTIGEN,POINT(76.5357541 9.0532268),SBM Hospital  Karunagappally  Kollam
436,SBM Hospital,SBM Hospital  Karunagappally,Kollam,ANTIGEN,POINT(76.5357541 9.0532268),SBM Hospital  Karunagappally  Kollam
437,Westfort Hi-tech Hospital,Westfort Hi-tech Hospital  Guruvayoor Road  Ponkunnam  Thrissur,Thrissur,ANTIGEN,POINT(76.028627 10.618225),Westfort Hi-tech Hospital  Guruvayoor Road  Ponkunnam  Thrissur  Thrissur
437,Westfort Hi-tech Hospital,Westfort Hi-tech Hospital  Guruvayoor Road  Ponkunnam  Thrissur,Thrissur,ANTIGEN,POINT(76.028627 10.618225),Westfort Hi-tech Hospital  Guruvayoor Road  Ponkunnam  Thrissur  Thrissur
438,VALIYATH INSTITUTE OF MEDICAL SCIENCES,VALIYATH INSTITUTE OF MEDICAL SCIENCES  Pada South  Karunagapally-690518 ,Kollam,ANTIGEN,POINT(76.597863 8.889812),VALIYATH INSTITUTE OF MEDICAL SCIENCES  Pada South  Karunagapally-690518   Kollam
438,VALIYATH INSTITUTE OF MEDICAL SCIENCES,VALIYATH INSTITUTE OF MEDICAL SCIENCES  Pada South  Karunagapally-690518 ,Kollam,ANTIGEN,POINT(76.597863 8.889812),VALIYATH INSTITUTE OF MEDICAL SCIENCES  Pada South  Karunagapally-690518   Kollam
439,S N Trusts Medical Mission,S N Trusts Medical Mission PB No 32 Q S Road Kollam,Kollam,ANTIGEN,POINT(76.771703 9.00307),S N Trusts Medical Mission PB No 32 Q S Road Kollam  Kollam
439,S N Trusts Medical Mission,S N Trusts Medical Mission PB No 32 Q S Road Kollam,Kollam,ANTIGEN,POINT(76.771703 9.00307),S N Trusts Medical Mission PB No 32 Q S Road Kollam  Kollam
440,I.G Clinic & Medical Lab,I.G Clinic & Medical Lab  Moodadi North Post  Koyilandy,Kozhikode,ANTIGEN,POINT(77.7166819210982 12.9728922),I.G Clinic & Medical Lab  Moodadi North Post  Koyilandy  Kozhikode
440,I.G Clinic & Medical Lab,I.G Clinic & Medical Lab  Moodadi North Post  Koyilandy,Kozhikode,ANTIGEN,POINT(79.256219 9.28518),I.G Clinic & Medical Lab  Moodadi North Post  Koyilandy  Kozhikode
441,S Path Labs & Scans,S Path Labs & Scans  Mundukottackal Building   S A Road  Kadavanthra,Ernakulam,ANTIGEN,POINT(76.4303264796629 10.77885535),S Path Labs & Scans  Mundukottackal Building   S A Road  Kadavanthra  Ernakulam
441,S Path Labs & Scans,S Path Labs & Scans  Mundukottackal Building   S A Road  Kadavanthra,Ernakulam,ANTIGEN,POINT(76.4303264796629 10.77885535),S Path Labs & Scans  Mundukottackal Building   S A Road  Kadavanthra  Ernakulam
442,EL-EVEN LABORATORIES,EL-EVEN LABORATORIES  30/29  Iillikkal House Changampuzha Nagar P.O  Illikkal Moideen Road  Pathadipalam Ernakulam,Thrissur,ANTIGEN,POINT( 76.3160917 10.0385722 ),EL-EVEN LABORATORIES  30/29  Iillikkal House Changampuzha Nagar P.O  Illikkal Moideen Road  Pathadipalam Ernakulam
443,Aroha Clinic,Aroha Clinic  Manakkadavu Road  Kozhikode,Kozhikode,ANTIGEN,POINT(75.852168 11.210554),Aroha Clinic  Manakkadavu Road  Kozhikode  Kozhikode
443,Aroha Clinic,Aroha Clinic  Manakkadavu Road  Kozhikode,Kozhikode,ANTIGEN,POINT(75.852168 11.210554),Aroha Clinic  Manakkadavu Road  Kozhikode  Kozhikode
444,Sanjeevani Hospital,Sanjeevani Hospital  Kurisummoodu P O Changanacherry-4  Kottayam,Kottayam,ANTIGEN,POINT(76.552661 9.455741),Sanjeevani Hospital  Kurisummoodu P O Changanacherry-4  Kottayam  Kottayam
444,Sanjeevani Hospital,Sanjeevani Hospital  Kurisummoodu P O Changanacherry-4  Kottayam,Kottayam,ANTIGEN,POINT(76.552661 9.455741),Sanjeevani Hospital  Kurisummoodu P O Changanacherry-4  Kottayam  Kottayam
445,Jeevan Diagnostic Centre,Jeevan Diagnostic Centre  Puthiyatheru  Kannur,Ernakulam,ANTIGEN,POINT( 75.3632167 11.9145861 ),Jeevan Diagnostic Centre  Puthiyatheru  Kannur
446,Relief Hospital and Trauma Center,Relief Hospital and Trauma Center  Kondotty  Malappuram,Malappuram,ANTIGEN,POINT(75.9657046 11.1433594),Relief Hospital and Trauma Center  Kondotty  Malappuram  Malappuram
446,Relief Hospital and Trauma Center,Relief Hospital and Trauma Center  Kondotty  Malappuram,Malappuram,ANTIGEN,POINT(75.9657046 11.1433594),Relief Hospital and Trauma Center  Kondotty  Malappuram  Malappuram
447,Star Hospital and Nursing Home,Star Hospital and Nursing Home  Oachira  Kollam,Kannur,ANTIGEN,POINT( 76.5126444 9.1333111 ),Star Hospital and Nursing Home  Oachira  Kollam
448,Tely Medical Centre Ltd,Tely Medical Centre Ltd  2nd  Gate  Thiruvangad  Thalassery,Kannur,ANTIGEN,POINT(75.508261 11.738501),Tely Medical Centre Ltd  2nd  Gate  Thiruvangad  Thalassery  Kannur
448,Tely Medical Centre Ltd,Tely Medical Centre Ltd  2nd  Gate  Thiruvangad  Thalassery,Kannur,ANTIGEN,POINT(75.508261 11.738501),Tely Medical Centre Ltd  2nd  Gate  Thiruvangad  Thalassery  Kannur
449,Kozhikode District Co-operative Hospital,Kozhikode District Co-operative Hospital  Eranhipalam,Kozhikode,ANTIGEN,POINT(75.784491 11.27691),Kozhikode District Co-operative Hospital  Eranhipalam  Kozhikode
449,Kozhikode District Co-operative Hospital,Kozhikode District Co-operative Hospital  Eranhipalam,Kozhikode,ANTIGEN,POINT(75.784491 11.27691),Kozhikode District Co-operative Hospital  Eranhipalam  Kozhikode
450,Mother and Child Hospital,Mother and Child Hospital  South Bazar  Kannur,Kannur,ANTIGEN,POINT(75.548752 11.819047),Mother and Child Hospital  South Bazar  Kannur  Kannur
450,Mother and Child Hospital,Mother and Child Hospital  South Bazar  Kannur,Kannur,ANTIGEN,POINT(75.548752 11.819047),Mother and Child Hospital  South Bazar  Kannur  Kannur
451,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory  Opposite Neo Hospital  Manjeri roead  Pandikkad,Kollam,ANTIGEN,POINT( 76.0850278 11.0411944 ),Sudharma Specialty Laboratory  Opposite Neo Hospital  Manjeri roead  Pandikkad
452,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory Erumapetty  Thrissur,Thrissur,ANTIGEN,POINT(76.168453 10.562869),Sudharma Specialty Laboratory Erumapetty  Thrissur  Thrissur
452,Sudharma Specialty Laboratory,Sudharma Specialty Laboratory Erumapetty  Thrissur,Thrissur,ANTIGEN,POINT(76.168453 10.562869),Sudharma Specialty Laboratory Erumapetty  Thrissur  Thrissur
453,Karunya Diagnostic Centre,Karunya Diagnostic Centre  Room No. 18  KSRTC Complex Caltex   Kannur,Kannur,ANTIGEN,POINT(88.326213 22.529657),Karunya Diagnostic Centre  Room No. 18  KSRTC Complex Caltex   Kannur  Kannur
453,Karunya Diagnostic Centre,Karunya Diagnostic Centre  Room No. 18  KSRTC Complex Caltex   Kannur,Kannur,ANTIGEN,POINT(88.326213 22.529657),Karunya Diagnostic Centre  Room No. 18  KSRTC Complex Caltex   Kannur  Kannur
